State/Country,Year,Category of industry,Code version,Employed Person ('000)
Negeri Sembilan,1987,"Transport, storage and communications",MIC 1972,7.3
Pahang,1987,"Transport, storage and communications",MIC 1972,8.4
Pulau Pinang,1987,"Transport, storage and communications",MIC 1972,22.4
Perak,1987,"Transport, storage and communications",MIC 1972,22.9
Perlis,1987,"Transport, storage and communications",MIC 1972,2.2
Selangor,1987,"Transport, storage and communications",MIC 1972,55.0
Terengganu,1987,"Transport, storage and communications",MIC 1972,8.3
Sabah,1987,"Transport, storage and communications",MIC 1972,17.4
Sarawak,1987,"Transport, storage and communications",MIC 1972,21.0
W.P. Kuala Lumpur,1987,"Transport, storage and communications",MIC 1972,28.3
W.P Labuan,1987,"Transport, storage and communications",MIC 1972,0.9
W.P.Putrajaya,1987,"Transport, storage and communications",MIC 1972,
Malaysia,1987,"Finance, insurance, real estate and business services",MIC 1972,241.6
Johor,1987,"Finance, insurance, real estate and business services",MIC 1972,20.3
Kedah,1987,"Finance, insurance, real estate and business services",MIC 1972,8.6
Kelantan,1987,"Finance, insurance, real estate and business services",MIC 1972,4.5
Melaka,1987,"Finance, insurance, real estate and business services",MIC 1972,5.4
Negeri Sembilan,1987,"Finance, insurance, real estate and business services",MIC 1972,5.7
Pahang,1987,"Finance, insurance, real estate and business services",MIC 1972,5.7
Pulau Pinang,1987,"Finance, insurance, real estate and business services",MIC 1972,19.0
Perak,1987,"Finance, insurance, real estate and business services",MIC 1972,18.5
Perlis,1987,"Finance, insurance, real estate and business services",MIC 1972,0.8
Selangor,1987,"Finance, insurance, real estate and business services",MIC 1972,69.6
Terengganu,1987,"Finance, insurance, real estate and business services",MIC 1972,4.1
Sabah,1987,"Finance, insurance, real estate and business services",MIC 1972,11.6
Sarawak,1987,"Finance, insurance, real estate and business services",MIC 1972,16.1
W.P. Kuala Lumpur,1987,"Finance, insurance, real estate and business services",MIC 1972,51.3
W.P Labuan,1987,"Finance, insurance, real estate and business services",MIC 1972,53.2
W.P.Putrajaya,1987,"Finance, insurance, real estate and business services",MIC 1972,
Malaysia,1987,"Community, social and personal services",MIC 1972,"1,218.0"
Johor,1987,"Community, social and personal services",MIC 1972,130.6
Kedah,1987,"Community, social and personal services",MIC 1972,74.3
Kelantan,1987,"Community, social and personal services",MIC 1972,62.0
Melaka,1987,"Community, social and personal services",MIC 1972,42.3
Negeri Sembilan,1987,"Community, social and personal services",MIC 1972,46.3
Pahang,1987,"Community, social and personal services",MIC 1972,73.8
Pulau Pinang,1987,"Community, social and personal services",MIC 1972,82.0
Perak,1987,"Community, social and personal services",MIC 1972,132.1
Perlis,1987,"Community, social and personal services",MIC 1972,13.9
Selangor,1987,"Community, social and personal services",MIC 1972,205.6
Terengganu,1987,"Community, social and personal services",MIC 1972,41.1
Sabah,1987,"Community, social and personal services",MIC 1972,77.2
Sarawak,1987,"Community, social and personal services",MIC 1972,106.3
W.P. Kuala Lumpur,1987,"Community, social and personal services",MIC 1972,127.5
W.P Labuan,1987,"Community, social and personal services",MIC 1972,3.2
W.P.Putrajaya,1987,"Community, social and personal services",MIC 1972,
Malaysia,1986,Total,MIC 1972,"5,760.1"
Johor,1986,Total,MIC 1972,700.4
Kedah,1986,Total,MIC 1972,418.0
Kelantan,1986,Total,MIC 1972,340.2
Melaka,1986,Total,MIC 1972,169.8
Negeri Sembilan,1986,Total,MIC 1972,213.5
Pahang,1986,Total,MIC 1972,315.4
Pulau Pinang,1986,Total,MIC 1972,391.4
Perak,1986,Total,MIC 1972,669.9
Perlis,1986,Total,MIC 1972,57.6
Selangor,1986,Total,MIC 1972,777.1
Terengganu,1986,Total,MIC 1972,218.4
Sabah,1986,Total,MIC 1972,405.5
Sarawak,1986,Total,MIC 1972,614.3
W.P. Kuala Lumpur,1986,Total,MIC 1972,455.0
W.P Labuan,1986,Total,MIC 1972,13.6
W.P.Putrajaya,1986,Total,MIC 1972,
Malaysia,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,"1,764.5"
Johor,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,229.3
Kedah,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,180.7
Kelantan,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,135.3
Melaka,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,42.3
Negeri Sembilan,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,80.0
Pahang,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,143.1
Pulau Pinang,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,31.7
Perak,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,31.7
Perlis,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,24.2
Selangor,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,95.9
Terengganu,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,95.9
Sabah,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,186.9
Sarawak,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,316.4
W.P. Kuala Lumpur,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,3.0
W.P Labuan,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,1.1
W.P.Putrajaya,1986,"Agriculture, forestry, livestock and fishing",MIC 1972,
Malaysia,1986,Mining and quarrying,MIC 1972,40.6
Johor,1986,Mining and quarrying,MIC 1972,1.9
Kedah,1986,Mining and quarrying,MIC 1972,1.1
Kelantan,1986,Mining and quarrying,MIC 1972,0.8
Melaka,1986,Mining and quarrying,MIC 1972,0.1
Negeri Sembilan,1986,Mining and quarrying,MIC 1972,0.8
Pahang,1986,Mining and quarrying,MIC 1972,1.3
Pulau Pinang,1986,Mining and quarrying,MIC 1972,0.7
Perak,1986,Mining and quarrying,MIC 1972,11.1
Perlis,1986,Mining and quarrying,MIC 1972,0.4
Selangor,1986,Mining and quarrying,MIC 1972,11.7
Terengganu,1986,Mining and quarrying,MIC 1972,2.5
Sabah,1986,Mining and quarrying,MIC 1972,2.1
Sarawak,1986,Mining and quarrying,MIC 1972,2.7
W.P. Kuala Lumpur,1986,Mining and quarrying,MIC 1972,2.9
W.P Labuan,1986,Mining and quarrying,MIC 1972,0.5
W.P.Putrajaya,1986,Mining and quarrying,MIC 1972,
Malaysia,1986,Manufacturing,MIC 1972,874.0
Johor,1986,Manufacturing,MIC 1972,132.8
Kedah,1986,Manufacturing,MIC 1972,52.7
Kelantan,1986,Manufacturing,MIC 1972,36.4
Melaka,1986,Manufacturing,MIC 1972,32.3
Negeri Sembilan,1986,Manufacturing,MIC 1972,21.4
Pahang,1986,Manufacturing,MIC 1972,33.8
Pulau Pinang,1986,Manufacturing,MIC 1972,124.6
Perak,1986,Manufacturing,MIC 1972,98.8
Perlis,1986,Manufacturing,MIC 1972,5.9
Selangor,1986,Manufacturing,MIC 1972,148.7
Terengganu,1986,Manufacturing,MIC 1972,29.5
Sabah,1986,Manufacturing,MIC 1972,21.9
Sarawak,1986,Manufacturing,MIC 1972,53.2
W.P. Kuala Lumpur,1986,Manufacturing,MIC 1972,80.2
W.P Labuan,1986,Manufacturing,MIC 1972,1.8
W.P.Putrajaya,1986,Manufacturing,MIC 1972,
Malaysia,1986,"Electricity, gas and water",MIC 1972,32.4
Johor,1986,"Electricity, gas and water",MIC 1972,3.8
Kedah,1986,"Electricity, gas and water",MIC 1972,1.0
Kelantan,1986,"Electricity, gas and water",MIC 1972,1.8
Melaka,1986,"Electricity, gas and water",MIC 1972,1.2
Negeri Sembilan,1986,"Electricity, gas and water",MIC 1972,1.9
Pahang,1986,"Electricity, gas and water",MIC 1972,2.1
Pulau Pinang,1986,"Electricity, gas and water",MIC 1972,1.6
Perak,1986,"Electricity, gas and water",MIC 1972,3.4
Perlis,1986,"Electricity, gas and water",MIC 1972,0.3
Selangor,1986,"Electricity, gas and water",MIC 1972,4.0
Terengganu,1986,"Electricity, gas and water",MIC 1972,2.0
Sabah,1986,"Electricity, gas and water",MIC 1972,3.1
Sarawak,1986,"Electricity, gas and water",MIC 1972,3.4
W.P. Kuala Lumpur,1986,"Electricity, gas and water",MIC 1972,2.1
W.P Labuan,1986,"Electricity, gas and water",MIC 1972,0.8
W.P.Putrajaya,1986,"Electricity, gas and water",MIC 1972,
Malaysia,1986,Construction,MIC 1972,369.4
Johor,1986,Construction,MIC 1972,42.5
Kedah,1986,Construction,MIC 1972,24.2
Kelantan,1986,Construction,MIC 1972,21.9
Melaka,1986,Construction,MIC 1972,9.4
Negeri Sembilan,1986,Construction,MIC 1972,9.4
Pahang,1986,Construction,MIC 1972,13.0
Pulau Pinang,1986,Construction,MIC 1972,27.1
Perak,1986,Construction,MIC 1972,34.0
Perlis,1986,Construction,MIC 1972,3.0
Selangor,1986,Construction,MIC 1972,64.7
Terengganu,1986,Construction,MIC 1972,13.6
Sabah,1986,Construction,MIC 1972,25.4
Sarawak,1986,Construction,MIC 1972,35.6
W.P. Kuala Lumpur,1986,Construction,MIC 1972,40.4
W.P Labuan,1986,Construction,MIC 1972,1.5
W.P.Putrajaya,1986,Construction,MIC 1972,
Malaysia,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,"1,035.1"
Johor,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,112.4
Kedah,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,65.7
Kelantan,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,64.5
Melaka,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,31.5
Negeri Sembilan,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,33.2
Pahang,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,43.0
Pulau Pinang,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,83.4
Perak,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,126.8
Perlis,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,9.4
Selangor,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,156.2
Terengganu,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,37.4
Sabah,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,59.3
Sarawak,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,76.0
W.P. Kuala Lumpur,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,133.3
W.P Labuan,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,2.8
W.P.Putrajaya,1986,"Wholesale and retail trade, restaurants and hotels",MIC 1972,
Malaysia,1986,"Transport, storage and communications",MIC 1972,242.0
Johor,1986,"Transport, storage and communications",MIC 1972,28.2
Kedah,1986,"Transport, storage and communications",MIC 1972,13.1
Kelantan,1986,"Transport, storage and communications",MIC 1972,13.3
Melaka,1986,"Transport, storage and communications",MIC 1972,7.3
Negeri Sembilan,1986,"Transport, storage and communications",MIC 1972,8.0
Pahang,1986,"Transport, storage and communications",MIC 1972,8.0
Pulau Pinang,1986,"Transport, storage and communications",MIC 1972,23.5
Perak,1986,"Transport, storage and communications",MIC 1972,24.1
Perlis,1986,"Transport, storage and communications",MIC 1972,2.6
Selangor,1986,"Transport, storage and communications",MIC 1972,45.2
Terengganu,1986,"Transport, storage and communications",MIC 1972,5.2
Sabah,1986,"Transport, storage and communications",MIC 1972,19.2
Sarawak,1986,"Transport, storage and communications",MIC 1972,16.3
W.P. Kuala Lumpur,1986,"Transport, storage and communications",MIC 1972,27.0
W.P Labuan,1986,"Transport, storage and communications",MIC 1972,1.2
W.P.Putrajaya,1986,"Transport, storage and communications",MIC 1972,
Malaysia,1986,"Finance, insurance, real estate and business services",MIC 1972,234.6
Johor,1986,"Finance, insurance, real estate and business services",MIC 1972,21.8
Kedah,1986,"Finance, insurance, real estate and business services",MIC 1972,8.2
Kelantan,1986,"Finance, insurance, real estate and business services",MIC 1972,4.4
Melaka,1986,"Finance, insurance, real estate and business services",MIC 1972,5.8
Negeri Sembilan,1986,"Finance, insurance, real estate and business services",MIC 1972,6.2
Pahang,1986,"Finance, insurance, real estate and business services",MIC 1972,5.6
Pulau Pinang,1986,"Finance, insurance, real estate and business services",MIC 1972,21.7
Perak,1986,"Finance, insurance, real estate and business services",MIC 1972,20.3
Perlis,1986,"Finance, insurance, real estate and business services",MIC 1972,0.6
Selangor,1986,"Finance, insurance, real estate and business services",MIC 1972,62.4
Terengganu,1986,"Finance, insurance, real estate and business services",MIC 1972,2.6
Sabah,1986,"Finance, insurance, real estate and business services",MIC 1972,10.8
Sarawak,1986,"Finance, insurance, real estate and business services",MIC 1972,12.1
W.P. Kuala Lumpur,1986,"Finance, insurance, real estate and business services",MIC 1972,51.9
W.P Labuan,1986,"Finance, insurance, real estate and business services",MIC 1972,46.0
W.P.Putrajaya,1986,"Finance, insurance, real estate and business services",MIC 1972,
Malaysia,1986,"Community, social and personal services",MIC 1972,"1,167.6"
Johor,1986,"Community, social and personal services",MIC 1972,127.6
Kedah,1986,"Community, social and personal services",MIC 1972,71.3
Kelantan,1986,"Community, social and personal services",MIC 1972,61.8
Melaka,1986,"Community, social and personal services",MIC 1972,40.0
Negeri Sembilan,1986,"Community, social and personal services",MIC 1972,48.8
Pahang,1986,"Community, social and personal services",MIC 1972,65.4
Pulau Pinang,1986,"Community, social and personal services",MIC 1972,77.1
Perak,1986,"Community, social and personal services",MIC 1972,135.9
Perlis,1986,"Community, social and personal services",MIC 1972,11.2
Selangor,1986,"Community, social and personal services",MIC 1972,188.4
Terengganu,1986,"Community, social and personal services",MIC 1972,46.7
Sabah,1986,"Community, social and personal services",MIC 1972,76.9
Sarawak,1986,"Community, social and personal services",MIC 1972,98.5
W.P. Kuala Lumpur,1986,"Community, social and personal services",MIC 1972,114.5
W.P Labuan,1986,"Community, social and personal services",MIC 1972,3.7
W.P.Putrajaya,1986,"Community, social and personal services",MIC 1972,
Malaysia,1985,Total,MIC 1972,"5,653.4"
Johor,1985,Total,MIC 1972,672.7
Kedah,1985,Total,MIC 1972,413.8
Kelantan,1985,Total,MIC 1972,323.6
Melaka,1985,Total,MIC 1972,170.1
Negeri Sembilan,1985,Total,MIC 1972,210.8
Pahang,1985,Total,MIC 1972,327.8
Pulau Pinang,1985,Total,MIC 1972,388.1
Perak,1985,Total,MIC 1972,669.6
Perlis,1985,Total,MIC 1972,60.5
Selangor,1985,Total,MIC 1972,706.1
Terengganu,1985,Total,MIC 1972,212.4
Sabah,1985,Total,MIC 1972,403.4
Sarawak,1985,Total,MIC 1972,587.5
W.P. Kuala Lumpur,1985,Total,MIC 1972,491.7
W.P Labuan,1985,Total,MIC 1972,15.0
W.P.Putrajaya,1985,Total,MIC 1972,
Malaysia,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,"1,717.4"
Johor,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,224.0
Kedah,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,188.9
Kelantan,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,127.6
Melaka,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,40.0
Negeri Sembilan,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,73.4
Pahang,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,140.8
Pulau Pinang,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,25.4
Perak,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,25.4
Perlis,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,27.9
Selangor,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,96.6
Terengganu,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,96.6
Sabah,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,193.1
Sarawak,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,292.6
W.P. Kuala Lumpur,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,2.4
W.P Labuan,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,1.1
W.P.Putrajaya,1985,"Agriculture, forestry, livestock and fishing",MIC 1972,
Malaysia,1985,Mining and quarrying,MIC 1972,44.4
Johor,1985,Mining and quarrying,MIC 1972,2.4
Kedah,1985,Mining and quarrying,MIC 1972,0.9
Kelantan,1985,Mining and quarrying,MIC 1972,0.9
Melaka,1985,Mining and quarrying,MIC 1972,0.1
Negeri Sembilan,1985,Mining and quarrying,MIC 1972,1.0
Pahang,1985,Mining and quarrying,MIC 1972,2.4
Pulau Pinang,1985,Mining and quarrying,MIC 1972,0.8
Perak,1985,Mining and quarrying,MIC 1972,11.6
Perlis,1985,Mining and quarrying,MIC 1972,0.4
Selangor,1985,Mining and quarrying,MIC 1972,11.3
Terengganu,1985,Mining and quarrying,MIC 1972,1.9
Sabah,1985,Mining and quarrying,MIC 1972,2.9
Sarawak,1985,Mining and quarrying,MIC 1972,3.9
W.P. Kuala Lumpur,1985,Mining and quarrying,MIC 1972,3.5
W.P Labuan,1985,Mining and quarrying,MIC 1972,0.5
W.P.Putrajaya,1985,Mining and quarrying,MIC 1972,
Malaysia,1985,Manufacturing,MIC 1972,850.4
Johor,1985,Manufacturing,MIC 1972,121.6
Kedah,1985,Manufacturing,MIC 1972,50.5
Kelantan,1985,Manufacturing,MIC 1972,36.9
Melaka,1985,Manufacturing,MIC 1972,31.9
Negeri Sembilan,1985,Manufacturing,MIC 1972,26.4
Pahang,1985,Manufacturing,MIC 1972,31.6
Pulau Pinang,1985,Manufacturing,MIC 1972,120.1
Perak,1985,Manufacturing,MIC 1972,96.3
Perlis,1985,Manufacturing,MIC 1972,4.5
Selangor,1985,Manufacturing,MIC 1972,144.9
Terengganu,1985,Manufacturing,MIC 1972,27.5
Sabah,1985,Manufacturing,MIC 1972,18.9
Sarawak,1985,Manufacturing,MIC 1972,46.0
W.P. Kuala Lumpur,1985,Manufacturing,MIC 1972,91.5
W.P Labuan,1985,Manufacturing,MIC 1972,1.7
W.P.Putrajaya,1985,Manufacturing,MIC 1972,
Malaysia,1985,"Electricity, gas and water",MIC 1972,31.5
Johor,1985,"Electricity, gas and water",MIC 1972,3.3
Kedah,1985,"Electricity, gas and water",MIC 1972,1.6
Kelantan,1985,"Electricity, gas and water",MIC 1972,1.4
Melaka,1985,"Electricity, gas and water",MIC 1972,1.1
Negeri Sembilan,1985,"Electricity, gas and water",MIC 1972,1.7
Pahang,1985,"Electricity, gas and water",MIC 1972,2.9
Pulau Pinang,1985,"Electricity, gas and water",MIC 1972,3.0
Perak,1985,"Electricity, gas and water",MIC 1972,3.6
Perlis,1985,"Electricity, gas and water",MIC 1972,0.1
Selangor,1985,"Electricity, gas and water",MIC 1972,2.8
Terengganu,1985,"Electricity, gas and water",MIC 1972,2.1
Sabah,1985,"Electricity, gas and water",MIC 1972,2.7
Sarawak,1985,"Electricity, gas and water",MIC 1972,2.5
W.P. Kuala Lumpur,1985,"Electricity, gas and water",MIC 1972,1.9
W.P Labuan,1985,"Electricity, gas and water",MIC 1972,0.8
W.P.Putrajaya,1985,"Electricity, gas and water",MIC 1972,
Malaysia,1985,Construction,MIC 1972,419.4
Johor,1985,Construction,MIC 1972,49.5
Kedah,1985,Construction,MIC 1972,25.0
Kelantan,1985,Construction,MIC 1972,23.5
Melaka,1985,Construction,MIC 1972,13.1
Negeri Sembilan,1985,Construction,MIC 1972,13.1
Pahang,1985,Construction,MIC 1972,15.2
Pulau Pinang,1985,Construction,MIC 1972,33.5
Perak,1985,Construction,MIC 1972,38.7
Perlis,1985,Construction,MIC 1972,4.7
Selangor,1985,Construction,MIC 1972,62.6
Terengganu,1985,Construction,MIC 1972,18.5
Sabah,1985,Construction,MIC 1972,27.8
Sarawak,1985,Construction,MIC 1972,40.0
W.P. Kuala Lumpur,1985,Construction,MIC 1972,51.3
W.P Labuan,1985,Construction,MIC 1972,2.4
W.P.Putrajaya,1985,Construction,MIC 1972,
Malaysia,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,994.3
Johor,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,106.8
Kedah,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,62.8
Kelantan,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,60.3
Melaka,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,32.6
Negeri Sembilan,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,33.5
Pahang,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,55.2
Pulau Pinang,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,82.9
Perak,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,122.2
Perlis,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,8.3
Selangor,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,127.2
Terengganu,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,37.4
Sabah,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,60.5
Sarawak,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,71.4
W.P. Kuala Lumpur,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,130.2
W.P Labuan,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,3.1
W.P.Putrajaya,1985,"Wholesale and retail trade, restaurants and hotels",MIC 1972,
Malaysia,1985,"Transport, storage and communications",MIC 1972,244.3
Johor,1985,"Transport, storage and communications",MIC 1972,29.0
Kedah,1985,"Transport, storage and communications",MIC 1972,13.2
Kelantan,1985,"Transport, storage and communications",MIC 1972,12.6
Melaka,1985,"Transport, storage and communications",MIC 1972,6.7
Negeri Sembilan,1985,"Transport, storage and communications",MIC 1972,8.6
Pahang,1985,"Transport, storage and communications",MIC 1972,7.2
Pulau Pinang,1985,"Transport, storage and communications",MIC 1972,25.1
Perak,1985,"Transport, storage and communications",MIC 1972,23.5
Perlis,1985,"Transport, storage and communications",MIC 1972,1.2
Selangor,1985,"Transport, storage and communications",MIC 1972,44.0
Terengganu,1985,"Transport, storage and communications",MIC 1972,8.4
Sabah,1985,"Transport, storage and communications",MIC 1972,16.1
Sarawak,1985,"Transport, storage and communications",MIC 1972,17.0
W.P. Kuala Lumpur,1985,"Transport, storage and communications",MIC 1972,30.3
W.P Labuan,1985,"Transport, storage and communications",MIC 1972,1.3
W.P.Putrajaya,1985,"Transport, storage and communications",MIC 1972,
Malaysia,1985,"Finance, insurance, real estate and business services",MIC 1972,218.9
Johor,1985,"Finance, insurance, real estate and business services",MIC 1972,17.7
Kedah,1985,"Finance, insurance, real estate and business services",MIC 1972,7.9
Kelantan,1985,"Finance, insurance, real estate and business services",MIC 1972,4.4
Melaka,1985,"Finance, insurance, real estate and business services",MIC 1972,5.9
Negeri Sembilan,1985,"Finance, insurance, real estate and business services",MIC 1972,7.4
Pahang,1985,"Finance, insurance, real estate and business services",MIC 1972,5.6
Pulau Pinang,1985,"Finance, insurance, real estate and business services",MIC 1972,19.4
Perak,1985,"Finance, insurance, real estate and business services",MIC 1972,21.6
Perlis,1985,"Finance, insurance, real estate and business services",MIC 1972,0.9
Selangor,1985,"Finance, insurance, real estate and business services",MIC 1972,48.1
Terengganu,1985,"Finance, insurance, real estate and business services",MIC 1972,3.7
Sabah,1985,"Finance, insurance, real estate and business services",MIC 1972,10.2
Sarawak,1985,"Finance, insurance, real estate and business services",MIC 1972,12.3
W.P. Kuala Lumpur,1985,"Finance, insurance, real estate and business services",MIC 1972,53.2
W.P Labuan,1985,"Finance, insurance, real estate and business services",MIC 1972,40.6
W.P.Putrajaya,1985,"Finance, insurance, real estate and business services",MIC 1972,
Malaysia,1985,"Community, social and personal services",MIC 1972,"1,132.7"
Johor,1985,"Community, social and personal services",MIC 1972,118.4
Kedah,1985,"Community, social and personal services",MIC 1972,63.1
Kelantan,1985,"Community, social and personal services",MIC 1972,56.1
Melaka,1985,"Community, social and personal services",MIC 1972,38.7
Negeri Sembilan,1985,"Community, social and personal services",MIC 1972,45.2
Pahang,1985,"Community, social and personal services",MIC 1972,66.8
Pulau Pinang,1985,"Community, social and personal services",MIC 1972,77.7
Perak,1985,"Community, social and personal services",MIC 1972,139.0
Perlis,1985,"Community, social and personal services",MIC 1972,12.4
Selangor,1985,"Community, social and personal services",MIC 1972,168.6
Terengganu,1985,"Community, social and personal services",MIC 1972,42.7
Sabah,1985,"Community, social and personal services",MIC 1972,71.1
Sarawak,1985,"Community, social and personal services",MIC 1972,101.8
W.P. Kuala Lumpur,1985,"Community, social and personal services",MIC 1972,127.3
W.P Labuan,1985,"Community, social and personal services",MIC 1972,3.6
W.P.Putrajaya,1985,"Community, social and personal services",MIC 1972,
Malaysia,1984,Total,MIC 1972,"5,566.7"
Johor,1984,Total,MIC 1972,657.3
Kedah,1984,Total,MIC 1972,417.6
Kelantan,1984,Total,MIC 1972,322.3
Melaka,1984,Total,MIC 1972,162.5
Negeri Sembilan,1984,Total,MIC 1972,223.3
Pahang,1984,Total,MIC 1972,306.9
Pulau Pinang,1984,Total,MIC 1972,383.7
Perak,1984,Total,MIC 1972,659.6
Perlis,1984,Total,MIC 1972,61.8
Selangor,1984,Total,MIC 1972,690.3
Terengganu,1984,Total,MIC 1972,204.4
Sabah,1984,Total,MIC 1972,400.3
Sarawak,1984,Total,MIC 1972,575.3
W.P. Kuala Lumpur,1984,Total,MIC 1972,485.4
W.P Labuan,1984,Total,MIC 1972,16.0
W.P.Putrajaya,1984,Total,MIC 1972,
Malaysia,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,"1,695.0"
Johor,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,218.8
Kedah,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,195.9
Kelantan,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,124.5
Melaka,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,38.6
Negeri Sembilan,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,78.2
Pahang,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,128.6
Pulau Pinang,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,29.8
Perak,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,29.8
Perlis,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,28.5
Selangor,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,93.4
Terengganu,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,93.4
Sabah,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,191.6
Sarawak,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,290.8
W.P. Kuala Lumpur,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,2.1
W.P Labuan,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,1.0
W.P.Putrajaya,1984,"Agriculture, forestry, livestock and fishing",MIC 1972,
Malaysia,1984,Mining and quarrying,MIC 1972,46.5
Johor,1984,Mining and quarrying,MIC 1972,2.5
Kedah,1984,Mining and quarrying,MIC 1972,1.2
Kelantan,1984,Mining and quarrying,MIC 1972,1.0
Melaka,1984,Mining and quarrying,MIC 1972,0.5
Negeri Sembilan,1984,Mining and quarrying,MIC 1972,0.6
Pahang,1984,Mining and quarrying,MIC 1972,3.1
Pulau Pinang,1984,Mining and quarrying,MIC 1972,0.5
Perak,1984,Mining and quarrying,MIC 1972,12.1
Perlis,1984,Mining and quarrying,MIC 1972,0.5
Selangor,1984,Mining and quarrying,MIC 1972,10.6
Terengganu,1984,Mining and quarrying,MIC 1972,2.1
Sabah,1984,Mining and quarrying,MIC 1972,3.6
Sarawak,1984,Mining and quarrying,MIC 1972,3.7
W.P. Kuala Lumpur,1984,Mining and quarrying,MIC 1972,4.0
W.P Labuan,1984,Mining and quarrying,MIC 1972,0.7
W.P.Putrajaya,1984,Mining and quarrying,MIC 1972,
Malaysia,1984,Manufacturing,MIC 1972,858.4
Johor,1984,Manufacturing,MIC 1972,121.4
Kedah,1984,Manufacturing,MIC 1972,43.2
